entity:soil3_sample_id	metagenome_size_in_gbp	random_number	singlem_table	sra_accession
ERR1877777	1	51	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0b67249a-fd82-492f-b30d-b1e946ba4b21/call-singlem/ERR1877777.singlem.json.gz	ERR1877777
ERR1877783	1	223	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/045ec23e-8223-4bc0-b068-1723b600ca10/call-singlem/ERR1877783.singlem.json.gz	ERR1877783
ERR1877784	1	759	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d394ea1c-c6f4-42ce-8565-a1d567984afd/call-singlem/ERR1877784.singlem.json.gz	ERR1877784
ERR1877786	1	118	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8035d28d-30f8-4953-9f31-0e26983b1ebd/call-singlem/ERR1877786.singlem.json.gz	ERR1877786
ERR1877797	1	806	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/931aa3e0-67b6-4432-b4b9-d66108d9a4fe/call-singlem/ERR1877797.singlem.json.gz	ERR1877797
ERR1877806	2	357	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a4b20bf1-e838-41c8-b4af-242e9b2820f5/call-singlem/ERR1877806.singlem.json.gz	ERR1877806
ERR1877807	3	663	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a875abf0-5dc8-4cce-bf0a-bf80fbe1e422/call-singlem/ERR1877807.singlem.json.gz	ERR1877807
ERR1877815	1	363	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/00189f37-0da0-4f79-856f-a965578f70c8/call-singlem/ERR1877815.singlem.json.gz	ERR1877815
ERR1877816	1	158	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/be460f94-b4e2-4af5-ab85-c418160d53db/call-singlem/ERR1877816.singlem.json.gz	ERR1877816
ERR1877818	3	810	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ef3acd46-7875-4033-9e08-7e4fc9ee9112/call-singlem/ERR1877818.singlem.json.gz	ERR1877818
ERR1877828	1	679	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2df347b5-051e-44cb-8c48-c7024fd5d00d/call-singlem/ERR1877828.singlem.json.gz	ERR1877828
ERR1877829	1	723	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e8b04f05-2803-4937-99ce-2860b4ff6986/call-singlem/ERR1877829.singlem.json.gz	ERR1877829
ERR1877839	1	834	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b8bbde8f-ac65-4e65-9c48-38130db5056b/call-singlem/ERR1877839.singlem.json.gz	ERR1877839
ERR1877848	1	254	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e67ed924-d6ce-4665-8196-aae478329335/call-singlem/ERR1877848.singlem.json.gz	ERR1877848
ERR1877854	1	582	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/29b39de0-0e98-400d-82a2-e72549b2cbac/call-singlem/ERR1877854.singlem.json.gz	ERR1877854
ERR1877863	1	117	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/60179fd6-6bd6-4cdf-a5a1-b260fd5aa646/call-singlem/ERR1877863.singlem.json.gz	ERR1877863
ERR1877865	2	352	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/bf5ad5ec-b855-4922-8b85-d928642e5694/call-singlem/ERR1877865.singlem.json.gz	ERR1877865
ERR1877866	1	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c78424d8-d93a-4003-ae09-eff68b79982b/call-singlem/ERR1877866.singlem.json.gz	ERR1877866
ERR1877874	3	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d63a0087-0977-47e3-bbe5-9ce6d13830bb/call-singlem/ERR1877874.singlem.json.gz	ERR1877874
ERR1877881	1	271	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f1d82f04-0025-4015-92f9-8b9b0921e81c/call-singlem/ERR1877881.singlem.json.gz	ERR1877881
ERR1877885	1	775	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f76de596-4fb4-4858-896c-cc9673c2abaa/call-singlem/ERR1877885.singlem.json.gz	ERR1877885
ERR1877888	1	997	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ed3545e2-c123-4788-984c-c42f067827f6/call-singlem/ERR1877888.singlem.json.gz	ERR1877888
ERR1877899	2	469	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/aee49144-9a9a-404d-ba40-4e9f597e902e/call-singlem/ERR1877899.singlem.json.gz	ERR1877899
ERR1877900	3	416	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/839b04dd-4f41-4e08-a4ae-990833c1644e/call-singlem/ERR1877900.singlem.json.gz	ERR1877900
ERR1877904	1	889	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/941bc545-9362-42f4-a6a3-0115488c1445/call-singlem/ERR1877904.singlem.json.gz	ERR1877904
ERR1877907	1	69	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/18c1e3c8-90be-4db3-8c74-20d68b7ffd9a/call-singlem/attempt-2/ERR1877907.singlem.json.gz	ERR1877907
ERR1877912	1	122	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0a58cbb4-66e2-4828-b6d3-8d66cba06131/call-singlem/ERR1877912.singlem.json.gz	ERR1877912
ERR1877916	1	945	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6c483cb2-5e46-4f0e-9967-a008f4225ab7/call-singlem/ERR1877916.singlem.json.gz	ERR1877916
ERR1877917	3	133	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c8ff6209-54d3-469a-ad76-354b0827dde8/call-singlem/ERR1877917.singlem.json.gz	ERR1877917
ERR1877922	1	330	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3fc0de49-be8b-4518-b96e-6db5a645a720/call-singlem/ERR1877922.singlem.json.gz	ERR1877922
ERR1877925	1	304	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/43a32fe7-12dd-4a42-8b80-cb1b76a13f33/call-singlem/ERR1877925.singlem.json.gz	ERR1877925
ERR1877934	1	417	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/dc11b5d2-291f-4d18-bf1d-62832da5b1a7/call-singlem/ERR1877934.singlem.json.gz	ERR1877934
ERR1877936	1	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f976cc62-fbc3-4993-b70c-e8207eda7408/call-singlem/ERR1877936.singlem.json.gz	ERR1877936
ERR2041962	4	62	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7fedf2d7-283d-4f2e-b0a8-bf2c5870c782/call-singlem/ERR2041962.singlem.json.gz	ERR2041962
ERR2041963	4	702	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4a8c18a2-f936-4a77-b157-ac731afee899/call-singlem/ERR2041963.singlem.json.gz	ERR2041963
ERR2078407	3	236	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/67bc9728-dec0-4aae-b6f1-b8b0cb3b2f3e/call-singlem/ERR2078407.singlem.json.gz	ERR2078407
ERR2078415	1	101	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/96c019a3-7423-4793-86e5-40129872efd6/call-singlem/ERR2078415.singlem.json.gz	ERR2078415
ERR2078426	2	392	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4da7bb31-c9e3-4095-b0de-b53ae5028bf3/call-singlem/ERR2078426.singlem.json.gz	ERR2078426
ERR2078427	3	159	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/1010aa1b-16ce-4095-a69f-9c65e12ae0bc/call-singlem/ERR2078427.singlem.json.gz	ERR2078427
ERR2078428	2	651	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f1a26375-9dd6-40e1-86c6-127d166965c8/call-singlem/ERR2078428.singlem.json.gz	ERR2078428
ERR2078431	3	915	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7369c267-70e6-4c0c-9789-56dee7b8bd0d/call-singlem/ERR2078431.singlem.json.gz	ERR2078431
ERR2078432	2	154	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e08cec07-11b3-45fe-b3a3-663676bb71ac/call-singlem/ERR2078432.singlem.json.gz	ERR2078432
ERR2078489	2	999	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b5a06c1e-d61e-4cbe-b61c-d44c1734195c/call-singlem/ERR2078489.singlem.json.gz	ERR2078489
ERR2078490	2	944	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/15b91cdc-197a-462c-9855-84d6567f6cbd/call-singlem/ERR2078490.singlem.json.gz	ERR2078490
ERR2078498	2	342	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0229ef71-9084-4f0e-9661-8c97ba69bace/call-singlem/ERR2078498.singlem.json.gz	ERR2078498
ERR2078507	3	626	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/305fa6d0-6e82-4831-9a7d-d87b40d68379/call-singlem/ERR2078507.singlem.json.gz	ERR2078507
ERR2210125	3	984	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/33dfeb7b-a5e2-46c5-b91c-96ab3c15b3a5/call-singlem/ERR2210125.singlem.json.gz	ERR2210125
ERR2210133	1	742	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/23d175e7-9f5d-4655-8a7d-5fb9fb073e8b/call-singlem/ERR2210133.singlem.json.gz	ERR2210133
ERR2233328	2	809	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5c7b643a-32b6-4c64-b746-8abb3520337d/call-singlem/ERR2233328.singlem.json.gz	ERR2233328
ERR2233335	3	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/762eafce-ee3d-43b8-99c0-6c83dea650e4/call-singlem/ERR2233335.singlem.json.gz	ERR2233335
ERR2233339	4	112	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/84227ab7-5a72-4fdd-a48d-9aba37655860/call-singlem/ERR2233339.singlem.json.gz	ERR2233339
ERR2233349	2	558	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4887f824-f1d8-4eea-a5fc-145dd61accfc/call-singlem/ERR2233349.singlem.json.gz	ERR2233349
ERR2233350	3	991	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/36bb117b-71b1-4f4e-a098-feaa37bc8339/call-singlem/ERR2233350.singlem.json.gz	ERR2233350
ERR2239856	1	182	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2d5cb652-0868-456f-a077-b48b7557a09a/call-singlem/ERR2239856.singlem.json.gz	ERR2239856
ERR2239863	2	253	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4b7d17da-4700-4f95-943c-7bc3495c9780/call-singlem/ERR2239863.singlem.json.gz	ERR2239863
ERR2239871	1	128	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/77ae0650-3e57-4a5d-aecd-c1e55ac413da/call-singlem/ERR2239871.singlem.json.gz	ERR2239871
ERR2603049	2	312	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f66f5d57-e6b3-470b-a47c-e7bd82cb4b67/call-singlem/ERR2603049.singlem.json.gz	ERR2603049
ERR2603059	2	861	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/73ea4fab-30a5-4cdb-854a-ae420dc86922/call-singlem/ERR2603059.singlem.json.gz	ERR2603059
ERR2603063	2	464	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8b989f52-946b-4eb7-b327-8a96f4e87e26/call-singlem/ERR2603063.singlem.json.gz	ERR2603063
ERR2603064	2	647	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/bdc31d76-6e7f-415b-93f3-04d68ee8952d/call-singlem/attempt-2/ERR2603064.singlem.json.gz	ERR2603064
ERR2603067	2	649	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4dffa5ff-79bf-49cf-8e36-3bdce2087611/call-singlem/ERR2603067.singlem.json.gz	ERR2603067
ERR2603076	2	864	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/965dd184-7e21-494a-9b08-3b2f9d138a9b/call-singlem/ERR2603076.singlem.json.gz	ERR2603076
ERR2603081	2	548	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/74769436-1499-44cb-99fb-5651e78ca29b/call-singlem/ERR2603081.singlem.json.gz	ERR2603081
ERR2603084	2	22	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7182ac41-7223-4e56-af17-f48059932eac/call-singlem/ERR2603084.singlem.json.gz	ERR2603084
ERR2603085	2	854	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f3b086cc-ad29-42fa-9c36-9db5b4132679/call-singlem/ERR2603085.singlem.json.gz	ERR2603085
ERR2603089	2	149	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5b435a2a-079f-4c22-b1fd-00338c25d19a/call-singlem/ERR2603089.singlem.json.gz	ERR2603089
ERR2603090	2	621	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ca0bca61-485f-423b-9d83-bcf7456fa67c/call-singlem/ERR2603090.singlem.json.gz	ERR2603090
ERR2603095	2	57	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/800fd565-8f73-4336-b682-7c96283505c3/call-singlem/ERR2603095.singlem.json.gz	ERR2603095
ERR2603096	2	632	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f626bdb8-8ec0-4a75-bc05-21ec8f881b5e/call-singlem/ERR2603096.singlem.json.gz	ERR2603096
ERR2603104	2	336	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8fa35d6b-09e9-4f8a-bee9-5db843b9eafd/call-singlem/ERR2603104.singlem.json.gz	ERR2603104
ERR2603112	2	29	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/11d85f16-fef9-44aa-84ce-4af22d7c20ef/call-singlem/ERR2603112.singlem.json.gz	ERR2603112
ERR2603113	2	142	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/664d484a-384d-4358-9eca-2f87eb1368a6/call-singlem/ERR2603113.singlem.json.gz	ERR2603113
ERR2603115	2	196	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/65a982e4-891f-4698-a8e2-eac7e08c6d8f/call-singlem/ERR2603115.singlem.json.gz	ERR2603115
ERR2603116	2	176	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/23dc4ce6-7d0c-4fd1-8e7a-5325ee08b0a5/call-singlem/ERR2603116.singlem.json.gz	ERR2603116
ERR2603123	2	580	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/11926f1d-27f2-44dd-8eb3-2db66f969661/call-singlem/ERR2603123.singlem.json.gz	ERR2603123
ERR2603124	2	657	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f334bc8e-a9ab-45d9-ab36-919b724ec36d/call-singlem/ERR2603124.singlem.json.gz	ERR2603124
ERR2603127	2	53	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cb952cdd-8a78-47a2-94da-e9c86c764829/call-singlem/ERR2603127.singlem.json.gz	ERR2603127
ERR2603128	2	822	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8209817d-2d74-4fc6-ab8b-a72a218007da/call-singlem/ERR2603128.singlem.json.gz	ERR2603128
ERR2603131	2	511	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c28c1b55-7c1a-4617-978c-600f246825c4/call-singlem/ERR2603131.singlem.json.gz	ERR2603131
ERR2603146	2	307	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5772e6a7-dae8-4246-b57e-b118a3c2f08b/call-singlem/ERR2603146.singlem.json.gz	ERR2603146
ERR2603149	2	646	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cd8a67d8-dbf7-4cee-bf22-d5615a7eae99/call-singlem/ERR2603149.singlem.json.gz	ERR2603149
ERR2603153	2	641	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/fe2b9599-0c35-405e-83b1-19477c8bfa4b/call-singlem/ERR2603153.singlem.json.gz	ERR2603153
ERR2603162	2	42	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0e43459d-bb5c-4b8f-918b-d5cf61a6b1d5/call-singlem/ERR2603162.singlem.json.gz	ERR2603162
