entity:soil3_sample_id	metagenome_size_in_gbp	random_number	singlem_table	sra_accession
SRR10028478	4	78	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d273c2b2-5895-4c42-9360-45aedd14a2f2/call-singlem/SRR10028478.singlem.json.gz	SRR10028478
SRR10028494	4	622	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c574874b-8971-4287-9d9b-30630654e2ae/call-singlem/SRR10028494.singlem.json.gz	SRR10028494
SRR10177193	4	836	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d48a00cb-cd47-4c0f-9e12-209584de260e/call-singlem/SRR10177193.singlem.json.gz	SRR10177193
SRR10360602	2	335	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5ebafcc7-bf01-47bf-b55b-ef0459b83362/call-singlem/SRR10360602.singlem.json.gz	SRR10360602
SRR10360659	3	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3d111101-f238-45aa-bf8f-4b5e8a28990f/call-singlem/SRR10360659.singlem.json.gz	SRR10360659
SRR10568502	3	980	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e924e4d1-5f76-4a5c-a24c-d36b3e55e92e/call-singlem/SRR10568502.singlem.json.gz	SRR10568502
SRR10568503	3	35	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/aae38ff9-e3ff-46a5-9f66-e82b0ea427b4/call-singlem/attempt-2/SRR10568503.singlem.json.gz	SRR10568503
SRR10585505	4	432	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6e9acf3f-65d6-4f7d-9a44-16e62a81136e/call-singlem/SRR10585505.singlem.json.gz	SRR10585505
SRR10585506	4	362	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/869d4358-fe46-4b4f-8eac-ceff699c6959/call-singlem/SRR10585506.singlem.json.gz	SRR10585506
SRR10585508	4	395	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/778f5997-13db-4252-99bc-2a9d1d106a86/call-singlem/SRR10585508.singlem.json.gz	SRR10585508
SRR10585524	4	589	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f6dc9171-71a5-468c-b17e-a6734db0813d/call-singlem/attempt-2/SRR10585524.singlem.json.gz	SRR10585524
SRR10585534	4	19	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/801a422c-7dd6-41c7-871a-20a8fe7781f5/call-singlem/SRR10585534.singlem.json.gz	SRR10585534
SRR10585535	4	139	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9161a987-3ccc-450c-8d4b-211edc296761/call-singlem/SRR10585535.singlem.json.gz	SRR10585535
SRR10585549	4	924	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e0c18b9d-407d-4d60-8106-3c872d123f54/call-singlem/SRR10585549.singlem.json.gz	SRR10585549
SRR10585552	3	85	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/19f821b9-c71e-4b60-adb7-ee0f202a35f2/call-singlem/SRR10585552.singlem.json.gz	SRR10585552
SRR10585567	4	691	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/fd7913f6-4727-4168-8fc9-f43b953c5130/call-singlem/SRR10585567.singlem.json.gz	SRR10585567
SRR10585569	4	328	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/fb2b291d-8959-44d7-9147-bcad40d52fb7/call-singlem/SRR10585569.singlem.json.gz	SRR10585569
SRR10586121	4	784	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/89ad226c-eabc-45fe-95dd-453a68048c7a/call-singlem/SRR10586121.singlem.json.gz	SRR10586121
SRR10586123	3	331	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e7bf61b8-1b84-424b-b442-08688e093e5c/call-singlem/SRR10586123.singlem.json.gz	SRR10586123
SRR10586125	3	835	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5e0b36b7-fab1-41e9-b3eb-d7d1d0b77a7b/call-singlem/SRR10586125.singlem.json.gz	SRR10586125
SRR10586127	3	334	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b58fe9f6-8d71-434b-98ab-2c529c507268/call-singlem/SRR10586127.singlem.json.gz	SRR10586127
SRR10586135	4	682	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/db314401-bcbd-4f27-b2b7-585390fb78ee/call-singlem/SRR10586135.singlem.json.gz	SRR10586135
SRR10586137	3	601	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4d38aad6-1249-4d25-bf57-3f8de67ffd80/call-singlem/SRR10586137.singlem.json.gz	SRR10586137
SRR11092498	4	466	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e84320c0-2747-44ce-bfd7-dfad73b567d0/call-singlem/SRR11092498.singlem.json.gz	SRR11092498
SRR11092504	3	412	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/312dcbe0-c23b-4258-880e-193fb0d86633/call-singlem/SRR11092504.singlem.json.gz	SRR11092504
SRR11092507	3	132	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9f5ad2cf-6220-4b5d-83a6-d16beb7bc51c/call-singlem/SRR11092507.singlem.json.gz	SRR11092507
SRR11092508	3	364	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/73ca4c97-4860-41ed-81e4-cc2f5b7f3ddf/call-singlem/SRR11092508.singlem.json.gz	SRR11092508
SRR11092511	3	805	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cd9e927c-67cb-4dc8-b5f9-ad26cdc33b6b/call-singlem/SRR11092511.singlem.json.gz	SRR11092511
SRR11482340	1	181	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ccbf111c-1bbc-43b0-a4e5-527fdc98f8ef/call-singlem/SRR11482340.singlem.json.gz	SRR11482340
SRR11482378	1	585	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/1afeeb8e-d276-4731-bf5d-46ee696e4468/call-singlem/SRR11482378.singlem.json.gz	SRR11482378
SRR11537786	1	707	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/91e86352-9eea-40b6-9715-7dca7b8669d3/call-singlem/SRR11537786.singlem.json.gz	SRR11537786
SRR11573154	1	752	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3246c967-caa6-4e1f-a8cf-574e0d1d79a2/call-singlem/SRR11573154.singlem.json.gz	SRR11573154
SRR11582155	4	704	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c502c4d6-e8f4-4b6d-8491-744df8d5838d/call-singlem/SRR11582155.singlem.json.gz	SRR11582155
SRR11582156	4	789	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c9381fa1-23b3-43ea-a6b8-1ef67ae3d257/call-singlem/attempt-3/SRR11582156.singlem.json.gz	SRR11582156
SRR11582166	4	957	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2a95fb6a-24c4-4cd3-9344-e298aea06217/call-singlem/SRR11582166.singlem.json.gz	SRR11582166
SRR11776972	1	656	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a8f78fb5-265c-4c6c-8c64-e7b42f80fffa/call-singlem/SRR11776972.singlem.json.gz	SRR11776972
SRR11776975	1	476	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f131fcf7-15c5-4578-86f0-08a3f9272539/call-singlem/SRR11776975.singlem.json.gz	SRR11776975
SRR11776980	1	904	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b153324c-f07d-4279-9621-7d276ba2aa19/call-singlem/SRR11776980.singlem.json.gz	SRR11776980
SRR11776999	1	941	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/123144fb-9d16-492b-9be6-d0c27dfcf141/call-singlem/SRR11776999.singlem.json.gz	SRR11776999
SRR11777001	1	207	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c6b846cf-c5cd-4fe4-afa0-0f0a866a8252/call-singlem/SRR11777001.singlem.json.gz	SRR11777001
SRR11777003	1	940	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2a41709f-95bf-4117-9e83-6ad9b967ae56/call-singlem/SRR11777003.singlem.json.gz	SRR11777003
SRR11777010	1	987	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3f03627e-8507-415d-aa08-b240dba4c354/call-singlem/SRR11777010.singlem.json.gz	SRR11777010
SRR11777020	1	460	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b1acf38f-c775-44dc-bb02-98b3154e8cea/call-singlem/SRR11777020.singlem.json.gz	SRR11777020
SRR11777025	1	516	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2a43a567-5fa0-4653-bd56-13e360b667c6/call-singlem/SRR11777025.singlem.json.gz	SRR11777025
SRR12175416	1	375	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c8d43d42-7a99-491f-8550-351b054037a6/call-singlem/SRR12175416.singlem.json.gz	SRR12175416
SRR12178619	3	604	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6091f392-b46a-43d3-841a-fdc824d38a5d/call-singlem/SRR12178619.singlem.json.gz	SRR12178619
SRR12183687	1	949	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f894499b-e76c-465a-8e29-747f1cc9efb3/call-singlem/SRR12183687.singlem.json.gz	SRR12183687
SRR12183688	3	124	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d428ed92-74a3-40fb-931a-32bb4bd3c3e0/call-singlem/SRR12183688.singlem.json.gz	SRR12183688
SRR12284405	3	768	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b26feaec-2276-4a24-8345-ecebfdc7f668/call-singlem/SRR12284405.singlem.json.gz	SRR12284405
SRR12284407	4	358	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3048bef3-b035-4eb1-96d6-031a1175bbf0/call-singlem/attempt-2/SRR12284407.singlem.json.gz	SRR12284407
SRR12455962	2	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/63140d5c-ae72-48a0-a5ed-7f82ab33151a/call-singlem/SRR12455962.singlem.json.gz	SRR12455962
SRR12455964	3	894	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c4c998e5-1476-4638-85f0-421726d10d4a/call-singlem/SRR12455964.singlem.json.gz	SRR12455964
SRR12687783	2	219	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/20c89393-5db4-4bf6-b7b5-b739b5d19f00/call-singlem/SRR12687783.singlem.json.gz	SRR12687783
SRR12687784	2	477	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/1e598673-b03f-460c-b0fe-d996871797fe/call-singlem/SRR12687784.singlem.json.gz	SRR12687784
SRR12687785	2	82	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7cda3511-cb8e-4c7b-88cd-a1afd4fdba8a/call-singlem/SRR12687785.singlem.json.gz	SRR12687785
SRR12687790	2	531	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f1beb1e7-efe6-49e4-80d9-74b91bc1a43f/call-singlem/SRR12687790.singlem.json.gz	SRR12687790
SRR12687791	2	530	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5874396b-b649-42db-8a3b-18cc1dd98f63/call-singlem/SRR12687791.singlem.json.gz	SRR12687791
SRR12687792	2	390	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8153cb04-adc3-4fae-9c0b-106398d2321a/call-singlem/SRR12687792.singlem.json.gz	SRR12687792
SRR12687794	2	700	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2d3b4d52-a13c-49c0-a626-d591970835e5/call-singlem/SRR12687794.singlem.json.gz	SRR12687794
SRR12687796	2	693	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/89321d9b-d677-4050-ad53-e1bcf2b0cc04/call-singlem/SRR12687796.singlem.json.gz	SRR12687796
SRR12687798	3	985	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2b5f98ec-274b-4a9d-890a-b22d652b3183/call-singlem/SRR12687798.singlem.json.gz	SRR12687798
SRR12687800	2	714	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2a4e7967-9c43-4977-a3e1-402c5a66f063/call-singlem/SRR12687800.singlem.json.gz	SRR12687800
SRR12687801	1	819	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7a904553-46ec-474b-95db-c66aadb2af93/call-singlem/SRR12687801.singlem.json.gz	SRR12687801
SRR12687802	2	208	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/789c9da3-767a-4760-a7b5-4a3fd5921456/call-singlem/SRR12687802.singlem.json.gz	SRR12687802
SRR12687809	1	550	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/768acae1-af4b-40bf-910e-8c2170d5b790/call-singlem/SRR12687809.singlem.json.gz	SRR12687809
SRR12687810	2	314	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/bfe809ee-621a-47c2-a7c7-f90eb131a46e/call-singlem/SRR12687810.singlem.json.gz	SRR12687810
SRR12687812	3	47	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/efb9d387-ddf5-45d4-b653-d3a61c6c49ff/call-singlem/SRR12687812.singlem.json.gz	SRR12687812
SRR12687816	2	229	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7c0183dd-abd9-475b-af88-d8124631c56a/call-singlem/attempt-2/SRR12687816.singlem.json.gz	SRR12687816
SRR12687819	2	637	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4bbc4ea5-3e18-45b5-bcad-97bd7c234b85/call-singlem/SRR12687819.singlem.json.gz	SRR12687819
SRR12687822	1	276	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/27cb8dbb-8bf7-4042-b87b-7f729d95bb5d/call-singlem/SRR12687822.singlem.json.gz	SRR12687822
SRR12687824	3	429	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d08e9319-0848-4479-984d-c2f8afb3e8b5/call-singlem/SRR12687824.singlem.json.gz	SRR12687824
SRR12687825	3	960	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d8f783bc-a93c-466a-9b96-fa0afc6401b5/call-singlem/SRR12687825.singlem.json.gz	SRR12687825
SRR12687827	2	454	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7850294e-0c76-48ed-866f-5cd4db9b6239/call-singlem/SRR12687827.singlem.json.gz	SRR12687827
SRR12687829	4	833	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e1f70c95-faab-4287-8488-49b1b14ac4f5/call-singlem/SRR12687829.singlem.json.gz	SRR12687829
SRR12696334	3	110	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/08aeab1b-1930-41e7-a91b-17f999fac6e1/call-singlem/SRR12696334.singlem.json.gz	SRR12696334
SRR12696336	3	193	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/815189f1-d3c5-4b64-a727-77b5e53e287a/call-singlem/SRR12696336.singlem.json.gz	SRR12696336
SRR12696339	3	687	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2f321d01-2154-411e-9cb9-eeedc6996c25/call-singlem/SRR12696339.singlem.json.gz	SRR12696339
SRR12696345	3	468	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/39dc2cfb-f7a1-41b8-9c32-bb4868644c7f/call-singlem/SRR12696345.singlem.json.gz	SRR12696345
SRR12756250	3	321	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ea3d887b-a3f1-44b3-96ee-a1d03ae40432/call-singlem/SRR12756250.singlem.json.gz	SRR12756250
SRR12915121	3	774	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/67279ab3-2f6a-45d5-8e5b-e134dfdd63fe/call-singlem/SRR12915121.singlem.json.gz	SRR12915121
SRR12915122	2	59	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/03b70583-23ac-4596-9f45-e93824937bed/call-singlem/SRR12915122.singlem.json.gz	SRR12915122
SRR12915123	2	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/59aeed01-45c5-4eff-9844-bb37021be59f/call-singlem/SRR12915123.singlem.json.gz	SRR12915123
SRR12915125	3	791	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/bff055a4-6109-4a4c-bcbd-ee39c282a796/call-singlem/SRR12915125.singlem.json.gz	SRR12915125
SRR12915126	2	645	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cafe7c7d-3da0-4a5f-847c-d47e7769e812/call-singlem/SRR12915126.singlem.json.gz	SRR12915126
SRR12915127	2	129	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5c57587b-e5ce-4bdf-a3ec-03cd7d580f7f/call-singlem/SRR12915127.singlem.json.gz	SRR12915127
SRR12915132	2	195	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/51f6310f-e3bb-43b0-afc6-a2f5059b0b4e/call-singlem/SRR12915132.singlem.json.gz	SRR12915132
SRR12915133	3	977	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0c2a1020-7376-412d-b60e-75654f3bc09d/call-singlem/SRR12915133.singlem.json.gz	SRR12915133
SRR12915135	2	116	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b35ca8c2-b11a-4053-bd86-561eb800fd45/call-singlem/SRR12915135.singlem.json.gz	SRR12915135
SRR12915137	2	535	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/88f971e1-bba0-418d-8a04-c5de7b353921/call-singlem/SRR12915137.singlem.json.gz	SRR12915137
SRR12915138	2	247	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d2af8edf-e74d-493c-9bd9-c1d978e4f398/call-singlem/SRR12915138.singlem.json.gz	SRR12915138
SRR12915139	3	618	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2ce3d3cd-b89f-4e20-acd6-1d4e5904fd84/call-singlem/SRR12915139.singlem.json.gz	SRR12915139
SRR12915140	3	26	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4cb65069-b29a-4e03-baf9-bbe208a8d67f/call-singlem/SRR12915140.singlem.json.gz	SRR12915140
SRR12915146	2	502	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9ce06a66-df37-4a40-a281-f223d28e1dd2/call-singlem/SRR12915146.singlem.json.gz	SRR12915146
SRR12915148	2	706	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b121fc2d-f298-44c9-a229-31493228714e/call-singlem/SRR12915148.singlem.json.gz	SRR12915148
SRR12915150	1	177	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/fe4d1f48-7188-4dbc-bb8c-639692657e0f/call-singlem/SRR12915150.singlem.json.gz	SRR12915150
SRR12915153	2	767	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cc0f913a-dc0f-4695-b46d-88976935c730/call-singlem/SRR12915153.singlem.json.gz	SRR12915153
SRR12915156	2	824	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/32e50f5a-3815-4ead-a08d-bfa4a59a08b6/call-singlem/SRR12915156.singlem.json.gz	SRR12915156
SRR12915157	1	87	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/aecdb603-cf87-4af1-a0db-0d17be0549ce/call-singlem/SRR12915157.singlem.json.gz	SRR12915157
SRR12915158	2	799	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a372ac2e-9ff3-4f2c-914a-797f1a77b60b/call-singlem/SRR12915158.singlem.json.gz	SRR12915158
SRR12915160	2	348	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f136abed-a205-4aeb-918c-6563c9f23701/call-singlem/SRR12915160.singlem.json.gz	SRR12915160
SRR12915163	2	76	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/daf4966c-ae23-47d9-be8d-6229307f09bb/call-singlem/SRR12915163.singlem.json.gz	SRR12915163
SRR12915165	2	986	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8fcc01f4-248a-40be-b333-87662d50408f/call-singlem/SRR12915165.singlem.json.gz	SRR12915165
SRR12915167	4	251	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7d3b7899-014a-4bb3-bded-c1d1a6e4013d/call-singlem/SRR12915167.singlem.json.gz	SRR12915167
SRR12915170	3	441	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5b6e2a1a-dd94-43b6-b63f-980568313c23/call-singlem/SRR12915170.singlem.json.gz	SRR12915170
SRR12915172	3	675	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a6849cd7-72c0-41b2-af1b-f2b3a175ba7b/call-singlem/attempt-3/SRR12915172.singlem.json.gz	SRR12915172
SRR12915177	4	689	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/fb71087a-5105-44f8-b6f7-4b39002a79ae/call-singlem/SRR12915177.singlem.json.gz	SRR12915177
