entity:soil4_sample_id	metagenome_size_in_gbp	singlem_table	sra_accession
ERR1877715	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c77100da-a7b4-4ad8-9e1b-59bacf8ddeaa/call-singlem/ERR1877715.singlem.json.gz	ERR1877715
ERR1877736	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f6acf1e9-35a3-4ae0-ab0e-14f974bd4f19/call-singlem/ERR1877736.singlem.json.gz	ERR1877736
ERR1877740	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d3195975-c595-429d-8159-4241af4f3ad6/call-singlem/ERR1877740.singlem.json.gz	ERR1877740
ERR1877743	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8f76f500-4535-49eb-bb5d-e7c627aaeb97/call-singlem/ERR1877743.singlem.json.gz	ERR1877743
ERR1877747	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/47a29ec3-ca6b-4426-9424-6cdd20887bf0/call-singlem/ERR1877747.singlem.json.gz	ERR1877747
ERR1877750	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a87235a4-e31a-4d25-a88d-33ad401b5a48/call-singlem/ERR1877750.singlem.json.gz	ERR1877750
ERR1877758	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/32cbb27f-c32d-44c0-8fea-da4feabfd27f/call-singlem/ERR1877758.singlem.json.gz	ERR1877758
ERR1877762	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9efcff2c-9443-4bea-a702-199689e2b06a/call-singlem/ERR1877762.singlem.json.gz	ERR1877762
ERR1877765	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5b307bae-25a9-4d1b-973d-8a34d372d5a0/call-singlem/ERR1877765.singlem.json.gz	ERR1877765
ERR1877773	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/68d5f0c1-831d-4525-82bd-72ab353a7ce7/call-singlem/ERR1877773.singlem.json.gz	ERR1877773
ERR1877787	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0ccd1f99-5f2a-4faf-82d1-4471a2f188ca/call-singlem/ERR1877787.singlem.json.gz	ERR1877787
ERR1877788	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7e539db8-06d7-4439-98c4-2707b60e2736/call-singlem/ERR1877788.singlem.json.gz	ERR1877788
ERR1877790	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f072129f-c499-45de-a8f7-33f06e4afbac/call-singlem/ERR1877790.singlem.json.gz	ERR1877790
ERR1877793	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/823c1f4e-9515-4eff-87cd-d8e099126ac3/call-singlem/ERR1877793.singlem.json.gz	ERR1877793
ERR1877796	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5d21fe2c-b7e1-4313-bd3c-fcfa3a4af02f/call-singlem/ERR1877796.singlem.json.gz	ERR1877796
ERR1877800	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ed76ca0f-3aff-4cde-b9a8-d8913706f8e3/call-singlem/ERR1877800.singlem.json.gz	ERR1877800
ERR1877804	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/623f038a-7837-4d51-aa29-fa2d410065a6/call-singlem/ERR1877804.singlem.json.gz	ERR1877804
ERR1877805	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c6686d3e-16e7-4c2d-92d0-8383ade66e6b/call-singlem/ERR1877805.singlem.json.gz	ERR1877805
ERR1877810	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f1bf68f4-963b-4f07-a8a8-413c2e936d13/call-singlem/ERR1877810.singlem.json.gz	ERR1877810
ERR1877811	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4e7d7c45-a971-4cd0-8cd9-bf714ed7d357/call-singlem/ERR1877811.singlem.json.gz	ERR1877811
ERR1877821	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a7d49a81-6ec7-47b2-9570-06e9ce7d842a/call-singlem/ERR1877821.singlem.json.gz	ERR1877821
ERR1877822	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/35e56ec3-36d5-463c-ae35-91b950e6b39e/call-singlem/ERR1877822.singlem.json.gz	ERR1877822
ERR1877826	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/30b60806-f728-46c1-b0da-7e9f5842aba5/call-singlem/ERR1877826.singlem.json.gz	ERR1877826
ERR1877827	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4eb289a3-a9fb-4181-acf0-68761f929025/call-singlem/ERR1877827.singlem.json.gz	ERR1877827
ERR1877837	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b3216f3b-6083-4341-bc8f-dd760be64360/call-singlem/ERR1877837.singlem.json.gz	ERR1877837
ERR1877840	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bc3c2cc6-3d49-4b85-8354-b64d0ecece69/call-singlem/attempt-2/ERR1877840.singlem.json.gz	ERR1877840
ERR1877843	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bb2e2e22-c92b-4e5f-b156-bc26f760b3a5/call-singlem/ERR1877843.singlem.json.gz	ERR1877843
ERR1877844	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3ac2c8a8-61c3-4fb7-9b86-578c8eae6604/call-singlem/ERR1877844.singlem.json.gz	ERR1877844
ERR1877850	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/40298f17-faed-4758-b7ed-1bf6996dee7f/call-singlem/ERR1877850.singlem.json.gz	ERR1877850
ERR1877851	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b45f895d-8063-4cc5-a1d0-0b769a8ffa0d/call-singlem/ERR1877851.singlem.json.gz	ERR1877851
ERR1877870	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/00417899-c4ba-4786-bc21-73375743d2c7/call-singlem/ERR1877870.singlem.json.gz	ERR1877870
ERR1877873	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/98b55295-7fe9-4352-b987-c2b47a9b2b91/call-singlem/ERR1877873.singlem.json.gz	ERR1877873
ERR1877884	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6ee4738a-c747-4ece-8e71-cf594357da4c/call-singlem/ERR1877884.singlem.json.gz	ERR1877884
ERR1877887	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/906661b0-3d6c-4261-b9a5-bc84bb8bdb75/call-singlem/ERR1877887.singlem.json.gz	ERR1877887
ERR1877892	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/346177cb-af20-4767-94c0-627626839f2d/call-singlem/ERR1877892.singlem.json.gz	ERR1877892
ERR1877896	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0913e1c1-d25d-4b91-9966-30a64f9809bf/call-singlem/ERR1877896.singlem.json.gz	ERR1877896
ERR1877902	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bdb2123e-9e43-4e98-8212-665d695d8692/call-singlem/ERR1877902.singlem.json.gz	ERR1877902
ERR1877911	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/410cb805-e49a-4609-ac25-018d3477aba4/call-singlem/ERR1877911.singlem.json.gz	ERR1877911
ERR1877923	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ee38afbd-126f-4f72-9704-062b6d11e1ba/call-singlem/ERR1877923.singlem.json.gz	ERR1877923
ERR2041966	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/32b86bcd-e010-41f8-909d-d59ce6a32939/call-singlem/ERR2041966.singlem.json.gz	ERR2041966
ERR2041967	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/10777366-6322-4499-8570-9ce27464d5e9/call-singlem/ERR2041967.singlem.json.gz	ERR2041967
ERR2041968	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0e56fb79-c59a-4786-9599-b25db05892ab/call-singlem/ERR2041968.singlem.json.gz	ERR2041968
ERR2041971	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/955e6847-1e30-4a87-8047-0483bcc86c0b/call-singlem/ERR2041971.singlem.json.gz	ERR2041971
ERR2041973	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6e427fd0-a3b8-46c4-a775-45792e1a65d3/call-singlem/ERR2041973.singlem.json.gz	ERR2041973
ERR2041974	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/982beca6-0522-4845-9ecd-95886e003622/call-singlem/ERR2041974.singlem.json.gz	ERR2041974
ERR2078398	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f790a34e-8558-44a5-9b6a-61588709c6dd/call-singlem/ERR2078398.singlem.json.gz	ERR2078398
ERR2078402	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5c23702e-487c-41d7-a111-ee574ad96771/call-singlem/ERR2078402.singlem.json.gz	ERR2078402
ERR2078414	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/412cfff4-af32-402b-912c-2c371ab1534a/call-singlem/ERR2078414.singlem.json.gz	ERR2078414
ERR2078416	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/10c54cf8-0dda-45f1-b67b-4379ba31f756/call-singlem/ERR2078416.singlem.json.gz	ERR2078416
ERR2078420	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/261d26d1-f9af-4bd4-9fa3-c448f59e88b3/call-singlem/ERR2078420.singlem.json.gz	ERR2078420
ERR2078421	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ce6e60c2-82a3-4b44-9898-2a25c6f4d564/call-singlem/ERR2078421.singlem.json.gz	ERR2078421
ERR2078423	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2694981f-fa10-4307-9c18-41e5efc36e9e/call-singlem/ERR2078423.singlem.json.gz	ERR2078423
ERR2078424	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f9f30ba1-6478-481f-9d29-a055185e2756/call-singlem/ERR2078424.singlem.json.gz	ERR2078424
ERR2078435	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/bda34031-007c-44cc-a7e2-abc7cb37e75d/call-singlem/ERR2078435.singlem.json.gz	ERR2078435
ERR2078437	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d9d40a66-2d5a-466b-834a-9567094cfcb6/call-singlem/ERR2078437.singlem.json.gz	ERR2078437
ERR2078438	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/afbb8e8a-90d5-4086-a317-52470659fb33/call-singlem/ERR2078438.singlem.json.gz	ERR2078438
ERR2078475	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/907b1d69-4cbb-4a59-bd36-7d1bf6023470/call-singlem/ERR2078475.singlem.json.gz	ERR2078475
ERR2078476	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c6cc4aee-78c0-42fc-a25f-4b286c4ed30b/call-singlem/ERR2078476.singlem.json.gz	ERR2078476
ERR2078478	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5699567c-176b-4c0e-9289-853383e3032f/call-singlem/ERR2078478.singlem.json.gz	ERR2078478
ERR2078480	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f1d36800-1072-4ab9-a380-73224a6bc04a/call-singlem/ERR2078480.singlem.json.gz	ERR2078480
ERR2078482	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/23e319b2-0b30-4904-afd6-f5891405f314/call-singlem/ERR2078482.singlem.json.gz	ERR2078482
ERR2078483	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2d465066-eb68-4112-aa50-a02cb44ea737/call-singlem/ERR2078483.singlem.json.gz	ERR2078483
ERR2078486	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/374bb0f9-abb2-4ac7-9f2b-0f5431ed13bd/call-singlem/ERR2078486.singlem.json.gz	ERR2078486
ERR2078487	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a39e719d-e1d9-4215-8558-adbad69d4f33/call-singlem/ERR2078487.singlem.json.gz	ERR2078487
ERR2078494	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cd408e5e-e8fb-47df-a22b-0acab9783361/call-singlem/ERR2078494.singlem.json.gz	ERR2078494
ERR2078497	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b9b48253-8853-4c7b-a9ed-83150013cc87/call-singlem/ERR2078497.singlem.json.gz	ERR2078497
ERR2078500	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4fad9b8c-5e80-4ed6-a3cb-b91883acb5ca/call-singlem/ERR2078500.singlem.json.gz	ERR2078500
ERR2078504	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/61d556c2-d747-4757-9cf2-976651c924a0/call-singlem/ERR2078504.singlem.json.gz	ERR2078504
ERR2078508	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f318bbde-495f-4634-b162-2b8d481b8005/call-singlem/ERR2078508.singlem.json.gz	ERR2078508
ERR2078510	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f5a5be22-3053-436b-ae1a-472ecb53ea6c/call-singlem/ERR2078510.singlem.json.gz	ERR2078510
ERR2078512	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ce0c607a-fe9d-4343-8c3c-25e30d7c1580/call-singlem/ERR2078512.singlem.json.gz	ERR2078512
ERR2210107	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fabd1050-e518-4dda-9d08-a2a4f4193976/call-singlem/attempt-2/ERR2210107.singlem.json.gz	ERR2210107
ERR2210108	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9e82647a-38e8-492a-a2d9-39f99378ae1b/call-singlem/attempt-2/ERR2210108.singlem.json.gz	ERR2210108
ERR2210109	18	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/484742c1-9542-4ac6-b53e-f155c6ae052d/call-singlem/ERR2210109.singlem.json.gz	ERR2210109
ERR2210110	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e944e0af-7731-48c5-921d-6446e2096086/call-singlem/attempt-2/ERR2210110.singlem.json.gz	ERR2210110
ERR2210111	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/37e9971e-ed22-4ae2-bcb1-c98effa220eb/call-singlem/ERR2210111.singlem.json.gz	ERR2210111
ERR2210112	19	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a56c2463-0508-49b9-a812-748db2fdd980/call-singlem/ERR2210112.singlem.json.gz	ERR2210112
ERR2210113	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ce688818-ff2b-45a0-866f-40ae82d43462/call-singlem/ERR2210113.singlem.json.gz	ERR2210113
ERR2210114	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e525c8ae-cb91-407f-a754-47e9253ccc8e/call-singlem/ERR2210114.singlem.json.gz	ERR2210114
ERR2210115	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b371594f-c0a9-4e12-b4b4-f0a4924ef49e/call-singlem/ERR2210115.singlem.json.gz	ERR2210115
ERR2210116	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3cf84a3e-942f-4732-b31b-ea477948e07e/call-singlem/ERR2210116.singlem.json.gz	ERR2210116
ERR2210118	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/af49df41-9acb-4bd1-a633-51bd724e29f7/call-singlem/ERR2210118.singlem.json.gz	ERR2210118
ERR2210119	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/97c8158a-4cd0-4c39-97d4-a11b48ae8498/call-singlem/ERR2210119.singlem.json.gz	ERR2210119
ERR2210121	19	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cf33818f-5c3e-45b6-b50d-293cdfb9b44a/call-singlem/ERR2210121.singlem.json.gz	ERR2210121
ERR2210123	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/597c1ccd-f43c-4242-bd2e-db8e29aae585/call-singlem/ERR2210123.singlem.json.gz	ERR2210123
ERR2210124	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/31ebec7d-e29e-4178-9b08-309ca4f464cc/call-singlem/attempt-2/ERR2210124.singlem.json.gz	ERR2210124
ERR2210127	18	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0152e61d-7df4-4ce4-b44c-5e3553cd5935/call-singlem/ERR2210127.singlem.json.gz	ERR2210127
ERR2210132	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e28e974e-5ca5-4e80-8b0d-550b758852fd/call-singlem/attempt-2/ERR2210132.singlem.json.gz	ERR2210132
ERR2233327	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f333b543-d115-4ec4-9718-72bb991d52db/call-singlem/ERR2233327.singlem.json.gz	ERR2233327
ERR2233331	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/34e2bdc5-5033-4427-b956-e68cf86e1bfc/call-singlem/attempt-2/ERR2233331.singlem.json.gz	ERR2233331
ERR2233332	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/87ebeef7-930f-46ca-bbb9-cc420d37b236/call-singlem/ERR2233332.singlem.json.gz	ERR2233332
ERR2233333	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/065bcbfc-1a55-46fe-9b87-96da521d7888/call-singlem/ERR2233333.singlem.json.gz	ERR2233333
ERR2233342	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b013d116-3670-4a30-8e47-e9446e547333/call-singlem/ERR2233342.singlem.json.gz	ERR2233342
ERR2233343	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/952ea552-867d-4f90-b8c4-2f808b39216f/call-singlem/ERR2233343.singlem.json.gz	ERR2233343
ERR2233346	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5f966b06-196c-4776-8b37-8696d4933861/call-singlem/ERR2233346.singlem.json.gz	ERR2233346
ERR2239853	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b78ea395-2165-4b95-83f7-794382ee4dee/call-singlem/ERR2239853.singlem.json.gz	ERR2239853
ERR2239862	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/58b930e9-f588-4ceb-8dca-d41a8b906f4d/call-singlem/ERR2239862.singlem.json.gz	ERR2239862
ERR2239864	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/81b26fd8-2b37-46c5-b69b-da8a85f1acde/call-singlem/ERR2239864.singlem.json.gz	ERR2239864
ERR2239870	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ff0a1109-4982-48a7-b3eb-cbd484dbb39a/call-singlem/ERR2239870.singlem.json.gz	ERR2239870
ERR2603034	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6dc4b095-7378-4adb-bf13-6186f9dd7db2/call-singlem/ERR2603034.singlem.json.gz	ERR2603034
ERR2603039	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7a9db0c1-8146-46e5-86ce-4e0898d247db/call-singlem/ERR2603039.singlem.json.gz	ERR2603039
ERR2603040	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c66a4f55-d246-4e84-a418-b89be8d378a1/call-singlem/ERR2603040.singlem.json.gz	ERR2603040
ERR2603042	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9735379a-d50c-4a7d-bc61-dff61a9f3777/call-singlem/ERR2603042.singlem.json.gz	ERR2603042
ERR2603045	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2a6c0faa-463e-45a8-ba1f-d633f1cebd95/call-singlem/ERR2603045.singlem.json.gz	ERR2603045
ERR2603051	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4edb6be0-38ac-41ef-88c5-83d909837009/call-singlem/ERR2603051.singlem.json.gz	ERR2603051
ERR2603052	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4e9e7ddc-2862-4c9b-8092-f159db679657/call-singlem/ERR2603052.singlem.json.gz	ERR2603052
ERR2603056	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9a25f879-4252-46dc-aab5-0b2b972d532d/call-singlem/ERR2603056.singlem.json.gz	ERR2603056
ERR2603057	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4e9a06e3-4df9-43f3-a25e-a8e1dc0235f0/call-singlem/ERR2603057.singlem.json.gz	ERR2603057
